City,Month,Year,Decibel_Level,Traffic_Density,Green_Space_Area,Air_Quality_Index,Happiness_Score,Cost_of_Living_Index,Healthcare_Index
Melbourne,January,2018,49,Medium,67,92,9.37,65,90
Melbourne,February,2018,79,High,78,145,7.23,129,83
Melbourne,March,2018,49,Low,68,41,9.17,72,78
Melbourne,April,2018,49,Low,45,44,10.0,113,69
Melbourne,May,2018,58,Medium,12,67,7.15,119,68
Melbourne,June,2018,75,Medium,66,124,8.34,87,72
Melbourne,July,2018,49,Low,39,136,8.71,92,86
Melbourne,August,2018,82,Medium,51,92,8.02,117,95
Melbourne,September,2018,73,Medium,82,46,10.0,89,70
Melbourne,October,2018,61,Low,57,66,9.94,56,69
Melbourne,November,2018,67,Medium,31,109,8.32,118,78
Melbourne,December,2018,56,Very High,29,50,7.69,55,80
Melbourne,January,2019,81,Low,43,77,6.8,121,62
Melbourne,February,2019,65,Very High,28,77,7.48,70,94
Melbourne,March,2019,64,Low,13,81,8.27,68,89
Melbourne,April,2019,65,Low,79,94,8.82,87,90
Melbourne,May,2019,63,Very High,83,115,8.07,122,88
Melbourne,June,2019,66,High,71,145,6.58,120,67
Melbourne,July,2019,64,Low,38,87,7.43,91,63
Melbourne,August,2019,83,High,84,97,8.1,85,72
Melbourne,September,2019,46,Low,67,116,9.49,61,92
Melbourne,October,2019,70,Low,50,107,8.08,57,83
Melbourne,November,2019,70,Low,64,77,8.58,51,78
Melbourne,December,2019,67,Medium,67,141,8.03,77,88
Melbourne,January,2020,71,High,46,50,9.63,104,86
Melbourne,February,2020,53,High,21,48,7.41,110,93
Melbourne,March,2020,66,Low,85,126,8.53,50,86
Melbourne,April,2020,85,Very High,63,52,9.1,122,68
Melbourne,May,2020,57,Low,58,67,9.43,55,79
Melbourne,June,2020,82,Medium,81,124,8.19,53,60
Melbourne,July,2020,54,Medium,70,45,10.0,86,86
Melbourne,August,2020,56,Medium,41,33,8.16,85,91
Melbourne,September,2020,49,Medium,56,104,8.63,105,76
Melbourne,October,2020,85,High,25,77,6.95,123,61
Melbourne,November,2020,61,Low,17,48,7.35,67,82
Melbourne,December,2020,55,Low,56,83,9.34,95,63
Melbourne,January,2021,63,Medium,19,95,6.05,130,71
Melbourne,February,2021,51,Medium,31,99,7.2,90,79
Melbourne,March,2021,62,High,56,42,9.64,95,69
Melbourne,April,2021,45,Low,46,77,9.79,102,81
Melbourne,May,2021,55,Low,29,94,6.79,74,95
Melbourne,June,2021,84,High,77,138,7.9,120,67
Melbourne,July,2021,71,Medium,19,44,8.71,52,90
Melbourne,August,2021,67,Medium,56,47,10.0,126,93
Melbourne,September,2021,66,Low,48,33,10.0,65,74
Melbourne,October,2021,53,Very High,28,118,6.35,66,73
Melbourne,November,2021,53,Very High,64,118,9.4,64,64
Melbourne,December,2021,46,High,65,35,9.61,54,92
Melbourne,January,2022,82,Low,25,146,4.88,58,79
Melbourne,February,2022,45,High,25,147,7.02,125,72
Melbourne,March,2022,56,High,13,41,6.96,85,97
Melbourne,April,2022,67,Medium,74,129,9.06,80,92
Melbourne,May,2022,81,Low,84,127,6.93,77,72
Melbourne,June,2022,63,Low,78,30,10.0,62,73
Melbourne,July,2022,77,Very High,70,76,9.56,73,88
Melbourne,August,2022,51,Low,55,78,8.88,115,74
Melbourne,September,2022,71,Low,50,45,8.87,116,68
Melbourne,October,2022,76,High,46,101,8.21,60,80
Melbourne,November,2022,76,Low,46,88,8.1,89,88
Melbourne,December,2022,59,Medium,47,139,7.11,58,90
Melbourne,January,2023,68,Low,72,116,7.34,106,93
Melbourne,February,2023,50,Low,60,81,9.87,63,70
Melbourne,March,2023,49,Medium,35,73,7.57,101,67
Melbourne,April,2023,59,High,73,65,10.0,124,97
Melbourne,May,2023,62,High,61,75,9.01,127,85
Melbourne,June,2023,76,Medium,28,128,6.14,65,76
Melbourne,July,2023,76,Medium,27,33,6.94,56,64
Melbourne,August,2023,76,High,32,78,7.75,91,69
Melbourne,September,2023,64,High,22,127,5.15,116,91
Melbourne,October,2023,74,Low,73,92,8.87,119,81
Melbourne,November,2023,79,Medium,14,85,7.63,65,84
Melbourne,December,2023,73,Medium,58,86,8.29,54,71
Montreal,January,2014,80,High,48,143,7.28,112,87
Montreal,February,2014,53,Medium,59,92,9.72,122,91
Montreal,March,2014,80,High,83,90,9.05,70,92
Montreal,April,2014,48,Medium,73,105,10.0,128,82
Montreal,May,2014,63,Medium,13,105,5.17,96,82
Montreal,June,2014,82,Low,53,78,6.89,94,82
Montreal,July,2014,71,Medium,41,61,7.49,89,97
Montreal,August,2014,50,Very High,18,141,5.81,93,70
Montreal,September,2014,46,Medium,14,88,7.89,104,96
Montreal,October,2014,77,Very High,44,32,9.4,125,61
Montreal,November,2014,65,Medium,59,71,9.21,112,66
Montreal,December,2014,58,Medium,74,133,9.35,93,70
Montreal,January,2015,84,Medium,65,55,8.97,59,94
Montreal,February,2015,58,Medium,16,68,9.03,101,74
Montreal,March,2015,84,High,21,121,6.93,62,97
Montreal,April,2015,66,Medium,82,132,8.75,104,73
Montreal,May,2015,67,High,48,94,8.94,105,94
Montreal,June,2015,65,Low,61,62,9.62,108,95
Montreal,July,2015,56,Very High,76,140,7.62,113,73
Montreal,August,2015,74,Medium,78,133,8.58,105,96
Montreal,September,2015,85,Low,35,76,7.22,80,69
Montreal,October,2015,64,High,62,70,10.0,58,100
Montreal,November,2015,58,High,44,135,6.68,70,76
Montreal,December,2015,83,Low,40,44,7.18,53,75
Montreal,January,2016,64,Medium,81,85,9.39,54,72
Montreal,February,2016,55,Medium,13,63,8.48,85,95
Montreal,March,2016,56,High,15,122,6.44,52,63
Montreal,April,2016,50,Medium,48,140,6.31,102,83
Montreal,May,2016,50,Medium,27,60,7.22,114,67
Montreal,June,2016,78,High,84,129,9.73,82,91
Montreal,July,2016,50,Low,25,128,7.86,92,97
Montreal,August,2016,69,High,40,149,6.32,68,66
Montreal,September,2016,56,Low,45,86,8.13,125,63
Montreal,October,2016,76,Medium,24,70,7.42,110,75
Montreal,November,2016,62,Very High,28,76,7.67,97,79
Montreal,December,2016,46,High,14,137,7.16,56,75
Montreal,January,2017,61,Medium,49,111,9.29,96,67
Montreal,February,2017,79,Very High,66,79,7.21,100,76
Montreal,March,2017,64,Low,40,68,7.45,70,88
Montreal,April,2017,85,Medium,62,131,5.91,60,91
Montreal,May,2017,75,High,52,121,7.18,62,70
Montreal,June,2017,61,Medium,55,83,9.02,120,80
Montreal,July,2017,74,High,16,112,6.6,130,88
Montreal,August,2017,53,Low,35,110,7.03,123,65
Montreal,September,2017,52,Low,76,121,10.0,66,98
Montreal,October,2017,71,High,50,87,8.07,67,76
Montreal,November,2017,56,High,51,132,7.07,60,86
Montreal,December,2017,68,Low,58,150,8.28,123,74
Montreal,January,2018,46,Very High,81,112,9.96,79,65
Montreal,February,2018,74,Low,31,36,8.0,104,98
Montreal,March,2018,61,Low,57,51,10.0,65,60
Montreal,April,2018,78,Medium,68,135,8.2,65,74
Montreal,May,2018,58,Low,44,66,9.44,98,68
Montreal,June,2018,72,Very High,37,135,5.97,74,86
Montreal,July,2018,56,Medium,28,33,8.15,83,75
Montreal,August,2018,84,Medium,41,77,7.83,108,65
Montreal,September,2018,45,Medium,51,118,8.02,77,84
Montreal,October,2018,72,High,42,39,7.53,57,63
Montreal,November,2018,66,Very High,70,146,7.46,127,98
Montreal,December,2018,47,Low,74,109,9.01,100,83
Montreal,January,2019,53,Very High,81,35,10.0,83,70
Montreal,February,2019,77,Medium,53,142,6.87,61,80
Montreal,March,2019,78,Medium,43,44,7.94,66,91
Montreal,April,2019,62,High,65,66,10.0,83,99
Montreal,May,2019,61,Medium,65,144,6.88,112,69
Montreal,June,2019,80,Very High,66,36,8.59,56,74
Montreal,July,2019,56,Low,43,50,9.66,105,67
Montreal,August,2019,76,Low,55,120,7.7,108,91
Montreal,September,2019,52,High,28,45,8.21,76,78
Montreal,October,2019,56,High,75,135,7.94,124,73
Montreal,November,2019,82,Very High,10,97,6.8,73,86
Montreal,December,2019,49,Low,73,116,7.91,92,61
Montreal,January,2020,63,High,25,80,7.13,63,80
Montreal,February,2020,54,Low,68,136,9.0,111,89
Montreal,March,2020,85,Very High,10,72,7.82,129,88
Montreal,April,2020,65,Very High,82,46,9.54,56,78
Montreal,May,2020,65,High,19,100,8.17,98,65
Montreal,June,2020,70,Medium,40,128,8.04,61,61
Montreal,July,2020,58,Low,61,66,9.82,69,67
Montreal,August,2020,64,Medium,65,124,9.12,89,98
Montreal,September,2020,53,Medium,22,136,6.17,75,91
Montreal,October,2020,73,Very High,70,64,9.52,104,65
Montreal,November,2020,72,High,33,85,7.85,61,62
Montreal,December,2020,77,Medium,69,116,7.3,69,91
Montreal,January,2021,78,High,77,40,9.31,105,65
Montreal,February,2021,75,Medium,26,117,7.66,81,93
Montreal,March,2021,72,Medium,16,100,5.21,55,92
Montreal,April,2021,51,Medium,62,42,10.0,122,76
Montreal,May,2021,67,Medium,20,128,6.24,64,89
Montreal,June,2021,56,High,60,35,8.77,88,80
Montreal,July,2021,82,High,67,109,8.96,93,71
Montreal,August,2021,58,Low,43,141,7.68,105,94
Montreal,September,2021,46,Low,24,31,7.98,111,89
Montreal,October,2021,70,Very High,72,68,9.78,128,83
Montreal,November,2021,70,High,21,46,6.73,74,67
Montreal,December,2021,46,High,34,139,5.78,111,69
Montreal,January,2022,60,Medium,78,54,9.0,109,69
Montreal,February,2022,75,Medium,24,51,8.9,106,91
Montreal,March,2022,75,Low,67,104,7.58,87,96
Montreal,April,2022,70,Low,11,43,7.87,105,86
Montreal,May,2022,76,High,80,67,8.19,101,91
Montreal,June,2022,77,Medium,72,59,10.0,117,61
Montreal,July,2022,72,Medium,80,38,9.58,103,90
Montreal,August,2022,52,Medium,54,87,9.45,52,70
Montreal,September,2022,63,High,70,74,9.24,114,74
Montreal,October,2022,82,Very High,53,147,7.03,109,68
Montreal,November,2022,63,High,59,83,9.81,96,90
Montreal,December,2022,55,High,46,118,8.58,111,68
Montreal,January,2023,56,Low,72,42,10.0,113,79
Montreal,February,2023,60,Low,16,32,7.78,83,82
Montreal,March,2023,55,Low,74,34,10.0,93,87
Montreal,April,2023,52,High,25,101,6.59,83,81
Montreal,May,2023,67,High,81,64,10.0,115,98
Montreal,June,2023,51,High,66,132,8.34,64,66
Montreal,July,2023,84,High,23,135,5.89,114,66
Montreal,August,2023,55,High,36,146,6.45,87,88
Montreal,September,2023,77,Medium,22,49,8.03,92,68
Montreal,October,2023,52,High,66,83,10.0,50,75
Montreal,November,2023,75,Medium,74,51,8.45,97,86
Montreal,December,2023,68,High,41,49,9.38,117,86
New York,January,2014,59,Low,64,82,10.0,108,93
New York,February,2014,68,Very High,66,48,10.0,116,64
New York,March,2014,50,Medium,61,128,7.37,57,85
New York,April,2014,47,High,29,145,7.07,130,93
New York,May,2014,63,Medium,80,141,7.9,90,82
New York,June,2014,45,High,77,108,10.0,101,88
New York,July,2014,58,Very High,66,119,8.06,101,72
New York,August,2014,64,Low,78,72,9.43,66,93
New York,September,2014,79,Medium,21,95,6.73,116,81
New York,October,2014,85,Low,13,143,6.0,125,76
New York,November,2014,60,High,48,122,7.45,114,67
New York,December,2014,48,High,43,110,8.1,65,63
New York,January,2015,52,Medium,83,124,7.8,93,75
New York,February,2015,82,Medium,78,138,8.19,94,79
New York,March,2015,63,High,83,116,8.03,98,93
New York,April,2015,60,Low,76,104,8.24,96,89
New York,May,2015,51,Low,64,136,8.05,61,63
New York,June,2015,72,Very High,70,57,9.34,97,93
New York,July,2015,70,Medium,76,129,8.04,83,97
New York,August,2015,76,High,66,118,9.29,112,86
New York,September,2015,55,Low,26,92,8.18,66,92
New York,October,2015,78,Low,37,88,7.3,70,95
New York,November,2015,68,Very High,25,107,7.88,64,67
New York,December,2015,68,Medium,15,96,5.6,97,79
New York,January,2016,68,Medium,72,33,10.0,68,97
New York,February,2016,71,Low,49,143,6.32,73,91
New York,March,2016,45,Low,54,38,10.0,103,90
New York,April,2016,81,Medium,67,145,6.86,98,90
New York,May,2016,83,Low,27,94,7.12,107,88
New York,June,2016,54,Very High,51,41,10.0,129,86
New York,July,2016,69,Low,60,73,8.99,106,77
New York,August,2016,50,Very High,13,103,7.35,89,95
New York,September,2016,52,High,20,54,9.53,119,96
New York,October,2016,48,Very High,76,54,10.0,114,61
New York,November,2016,52,High,78,53,10.0,85,73
New York,December,2016,60,High,84,86,8.59,118,98
New York,January,2017,65,Medium,15,92,7.9,52,81
New York,February,2017,72,Low,13,140,5.64,98,76
New York,March,2017,50,Low,22,99,6.4,68,71
New York,April,2017,61,High,29,69,9.31,71,63
New York,May,2017,84,Very High,33,33,8.78,88,84
New York,June,2017,51,Medium,62,144,7.54,98,67
New York,July,2017,48,Low,85,60,10.0,114,84
New York,August,2017,52,Medium,50,89,8.82,58,90
New York,September,2017,46,Medium,39,146,8.42,84,95
New York,October,2017,82,High,41,127,6.8,66,79
New York,November,2017,81,Medium,20,138,6.02,76,69
New York,December,2017,68,Medium,31,130,5.84,104,95
New York,January,2018,73,Low,69,136,8.21,71,60
New York,February,2018,48,Very High,71,64,10.0,98,82
New York,March,2018,85,Low,75,66,7.77,118,96
New York,April,2018,49,Medium,60,119,7.42,67,95
New York,May,2018,62,Very High,36,108,7.43,90,81
New York,June,2018,85,Medium,67,64,8.09,91,81
New York,July,2018,58,Medium,52,32,10.0,67,60
New York,August,2018,83,Medium,11,116,4.65,121,91
New York,September,2018,70,Medium,19,98,5.29,106,67
New York,October,2018,67,Very High,58,135,7.91,99,71
New York,November,2018,45,Low,57,149,7.03,51,74
New York,December,2018,46,High,55,54,8.51,128,100
New York,January,2019,64,High,38,59,9.86,96,62
New York,February,2019,62,Medium,36,30,8.07,100,67
New York,March,2019,62,Medium,73,51,10.0,122,98
New York,April,2019,81,Low,85,46,10.0,66,76
New York,May,2019,81,Very High,76,123,9.0,74,61
New York,June,2019,79,High,81,143,7.87,104,63
New York,July,2019,65,Medium,62,65,8.1,116,89
New York,August,2019,76,Medium,15,143,6.12,56,77
New York,September,2019,71,Medium,50,30,8.95,92,65
New York,October,2019,81,High,38,118,6.5,59,75
New York,November,2019,57,Low,49,38,9.87,62,61
New York,December,2019,75,Medium,13,105,7.06,92,76
New York,January,2020,60,Low,40,73,9.34,92,93
New York,February,2020,60,Very High,66,127,7.09,107,97
New York,March,2020,52,Low,17,147,4.78,90,64
New York,April,2020,53,Low,66,37,9.71,130,87
New York,May,2020,49,Low,17,101,5.85,98,85
New York,June,2020,51,High,62,59,10.0,129,60
New York,July,2020,74,Medium,64,142,7.86,62,81
New York,August,2020,46,Medium,52,105,7.68,63,60
New York,September,2020,83,High,85,131,9.31,123,68
New York,October,2020,85,Medium,55,83,7.93,129,88
New York,November,2020,56,Low,15,37,7.06,124,87
New York,December,2020,77,Very High,55,69,8.76,119,69
New York,January,2021,54,Medium,53,67,8.77,51,93
New York,February,2021,82,High,28,37,7.13,121,63
New York,March,2021,72,Medium,35,111,8.25,58,81
New York,April,2021,57,High,69,106,9.51,124,96
New York,May,2021,66,High,63,72,8.09,108,62
New York,June,2021,76,Low,10,111,5.07,79,89
New York,July,2021,84,Low,71,124,8.65,92,84
New York,August,2021,58,Medium,10,76,5.67,95,61
New York,September,2021,80,Low,47,86,6.84,124,83
New York,October,2021,47,Very High,35,55,8.24,78,76
New York,November,2021,56,Medium,80,61,9.34,52,71
New York,December,2021,61,Very High,12,136,6.46,98,67
New York,January,2022,66,Very High,49,88,7.44,97,70
New York,February,2022,78,Very High,65,142,8.05,65,69
New York,March,2022,53,High,34,98,7.44,97,80
New York,April,2022,83,Medium,41,147,4.85,128,97
New York,May,2022,57,Very High,47,131,6.5,81,63
New York,June,2022,85,High,26,138,5.75,124,91
New York,July,2022,58,High,70,131,8.93,58,70
New York,August,2022,77,Medium,75,77,9.15,109,71
New York,September,2022,65,High,77,118,8.72,113,90
New York,October,2022,62,Medium,84,113,7.85,78,72
New York,November,2022,73,Very High,60,57,8.49,98,96
New York,December,2022,55,Very High,57,62,9.54,67,65
New York,January,2023,63,Medium,55,59,9.38,109,92
New York,February,2023,84,Medium,67,89,8.18,97,91
New York,March,2023,65,Medium,13,52,7.36,83,64
New York,April,2023,67,Very High,47,137,7.14,119,65
New York,May,2023,62,Very High,22,45,6.83,54,94
New York,June,2023,57,Medium,52,62,8.54,85,72
New York,July,2023,83,Very High,79,146,7.03,88,78
New York,August,2023,67,High,61,81,9.78,51,90
New York,September,2023,77,Very High,29,140,5.74,79,73
New York,October,2023,75,Low,85,130,8.71,109,89
New York,November,2023,66,High,50,138,6.32,103,73
New York,December,2023,73,Medium,81,33,10.0,123,68
Oslo,January,2014,64,Very High,11,93,7.59,95,81
Oslo,February,2014,59,Medium,61,127,8.97,118,79
Oslo,March,2014,65,Medium,82,130,7.33,67,69
Oslo,April,2014,66,Medium,83,140,8.21,98,73
Oslo,May,2014,70,Low,59,54,9.1,92,96
Oslo,June,2014,73,High,48,41,7.92,120,71
Oslo,July,2014,47,High,72,33,9.87,58,84
Oslo,August,2014,63,Low,47,114,7.78,108,63
Oslo,September,2014,68,Medium,31,71,8.86,102,85
Oslo,October,2014,55,Very High,26,98,7.19,58,84
Oslo,November,2014,58,Low,36,69,8.12,110,70
Oslo,December,2014,83,Medium,49,105,6.48,108,77
Oslo,January,2015,57,Low,28,87,6.36,101,98
Oslo,February,2015,60,Medium,82,142,8.61,109,96
Oslo,March,2015,47,High,46,112,9.33,108,82
Oslo,April,2015,64,Medium,32,83,6.95,129,87
Oslo,May,2015,74,Medium,33,119,6.93,100,62
Oslo,June,2015,60,Very High,30,65,9.25,118,78
Oslo,July,2015,49,High,37,146,7.07,120,67
Oslo,August,2015,68,Low,23,94,7.8,91,86
Oslo,September,2015,73,Low,36,94,6.0,53,64
Oslo,October,2015,85,High,69,78,8.18,101,72
Oslo,November,2015,70,Low,42,44,9.33,67,80
Oslo,December,2015,74,Medium,18,40,7.85,81,88
Oslo,January,2016,53,Medium,45,137,6.45,52,98
Oslo,February,2016,51,Low,25,98,8.23,71,64
Oslo,March,2016,45,High,29,86,7.66,77,62
Oslo,April,2016,79,Low,16,137,5.93,116,66
Oslo,May,2016,69,High,66,36,10.0,56,84
Oslo,June,2016,57,Very High,57,146,6.87,61,61
Oslo,July,2016,71,Low,11,73,7.81,58,74
Oslo,August,2016,51,High,31,122,6.27,103,92
Oslo,September,2016,51,High,51,101,8.87,129,73
Oslo,October,2016,79,Medium,64,45,8.49,63,82
Oslo,November,2016,65,Low,61,113,7.68,99,73
Oslo,December,2016,74,Low,45,113,7.69,55,64
Oslo,January,2017,58,Medium,73,43,10.0,122,70
Oslo,February,2017,61,Very High,51,110,8.6,67,81
Oslo,March,2017,56,High,50,138,8.06,58,81
Oslo,April,2017,46,High,84,87,9.89,79,92
Oslo,May,2017,82,High,11,59,5.36,65,79
Oslo,June,2017,60,High,41,109,6.4,67,83
Oslo,July,2017,76,Medium,29,78,6.43,54,75
Oslo,August,2017,83,Very High,66,124,8.8,67,77
Oslo,September,2017,65,High,15,96,7.61,103,78
Oslo,October,2017,46,Low,52,73,8.47,119,63
Oslo,November,2017,60,High,38,107,8.7,116,80
Oslo,December,2017,56,Medium,10,38,9.07,58,72
Oslo,January,2018,48,High,28,150,5.79,61,71
Oslo,February,2018,82,Medium,36,60,7.8,104,89
Oslo,March,2018,64,Low,35,61,8.03,127,75
Oslo,April,2018,64,Medium,67,111,7.64,111,65
Oslo,May,2018,68,Medium,31,90,7.22,114,99
Oslo,June,2018,72,High,71,32,10.0,104,65
Oslo,July,2018,64,Medium,29,100,7.92,82,84
Oslo,August,2018,74,Medium,46,78,8.25,111,64
Oslo,September,2018,66,Low,70,55,8.68,74,60
Oslo,October,2018,45,Very High,57,92,8.8,103,85
Oslo,November,2018,68,Medium,49,112,9.14,59,86
Oslo,December,2018,47,Very High,25,79,9.31,70,72
Oslo,January,2019,72,Very High,54,95,8.73,97,63
Oslo,February,2019,69,Very High,41,61,8.28,96,100
Oslo,March,2019,46,High,28,63,8.8,68,76
Oslo,April,2019,60,High,30,31,7.63,61,84
Oslo,May,2019,70,High,20,96,8.01,104,70
Oslo,June,2019,72,Medium,48,94,9.28,98,97
Oslo,July,2019,64,High,21,43,8.47,94,69
Oslo,August,2019,62,High,60,119,7.58,71,91
Oslo,September,2019,45,Low,63,97,8.98,86,87
Oslo,October,2019,55,Low,33,120,6.17,112,71
Oslo,November,2019,77,Very High,67,102,9.27,73,72
Oslo,December,2019,48,High,34,63,10.0,102,88
Oslo,January,2020,85,Very High,23,141,5.96,60,78
Oslo,February,2020,50,Medium,45,38,9.07,124,75
Oslo,March,2020,75,Medium,22,31,6.69,50,97
Oslo,April,2020,47,Low,76,131,7.53,127,93
Oslo,May,2020,62,Very High,70,126,7.93,104,81
Oslo,June,2020,68,High,53,70,9.63,96,85
Oslo,July,2020,69,High,55,141,6.8,62,60
Oslo,August,2020,74,Very High,61,122,8.79,67,61
Oslo,September,2020,83,Low,77,65,10.0,81,83
Oslo,October,2020,73,High,70,95,8.45,74,60
Oslo,November,2020,85,Very High,51,32,9.25,55,80
Oslo,December,2020,73,Low,72,81,9.79,60,82
Oslo,January,2021,72,Very High,70,114,9.43,62,84
Oslo,February,2021,63,High,28,141,6.47,123,92
Oslo,March,2021,47,Low,21,68,9.07,120,89
Oslo,April,2021,55,Very High,24,91,7.98,80,75
Oslo,May,2021,58,Low,21,43,8.04,53,70
Oslo,June,2021,65,Very High,45,58,9.35,110,67
Oslo,July,2021,53,Very High,72,41,10.0,92,74
Oslo,August,2021,81,High,18,112,5.58,98,95
Oslo,September,2021,72,High,38,63,6.95,61,67
Oslo,October,2021,50,Medium,85,149,7.98,64,96
Oslo,November,2021,68,Low,50,78,8.63,50,79
Oslo,December,2021,48,Medium,34,138,6.82,104,80
Oslo,January,2022,68,High,26,96,7.57,125,74
Oslo,February,2022,51,Medium,78,139,8.69,68,78
Oslo,March,2022,59,Medium,68,48,10.0,68,62
Oslo,April,2022,83,Medium,74,118,6.98,123,90
Oslo,May,2022,85,High,73,67,9.64,98,63
Oslo,June,2022,66,Low,36,138,7.4,78,63
Oslo,July,2022,56,Very High,60,68,10.0,70,61
Oslo,August,2022,80,Medium,64,116,7.76,94,85
Oslo,September,2022,70,Low,46,66,9.01,74,95
Oslo,October,2022,70,Low,51,126,8.29,56,79
Oslo,November,2022,74,High,83,47,9.99,111,78
Oslo,December,2022,54,Low,35,124,7.75,96,96
Oslo,January,2023,51,High,28,78,9.38,104,70
Oslo,February,2023,48,Low,70,52,10.0,65,92
Oslo,March,2023,66,Medium,29,110,7.65,81,62
Oslo,April,2023,52,Low,72,68,10.0,72,84
Oslo,May,2023,50,High,58,65,9.92,106,83
Oslo,June,2023,45,Low,20,45,8.52,115,74
Oslo,July,2023,46,Medium,83,91,9.44,62,97
Oslo,August,2023,56,Medium,65,68,9.77,62,80
Oslo,September,2023,49,High,78,53,10.0,52,85
Oslo,October,2023,80,High,77,92,7.53,124,94
Oslo,November,2023,52,High,36,114,8.79,73,98
Oslo,December,2023,56,Low,67,132,7.8,55,68
Paris,January,2014,81,Low,30,41,8.14,54,65
Paris,February,2014,52,Medium,56,99,7.71,50,75
Paris,March,2014,64,Low,76,145,9.07,118,88
Paris,April,2014,53,Medium,50,96,9.72,95,98
Paris,May,2014,79,Medium,22,114,7.19,80,62
Paris,June,2014,57,Low,37,47,9.14,77,97
Paris,July,2014,67,Medium,64,39,9.92,83,84
Paris,August,2014,55,Medium,20,150,5.41,104,69
Paris,September,2014,79,Low,44,111,7.76,74,83
Paris,October,2014,81,High,75,107,7.42,69,80
Paris,November,2014,72,Medium,41,39,8.01,118,67
Paris,December,2014,80,Medium,52,111,6.23,92,77
Paris,January,2015,54,Very High,38,65,7.13,98,74
Paris,February,2015,69,Very High,25,52,7.97,89,97
Paris,March,2015,76,Low,54,119,7.72,86,95
Paris,April,2015,62,High,16,51,7.21,99,71
Paris,May,2015,67,High,78,100,9.39,101,90
Paris,June,2015,82,Low,11,117,5.68,69,68
Paris,July,2015,54,Medium,44,36,10.0,97,75
Paris,August,2015,83,Medium,68,53,8.99,95,89
Paris,September,2015,77,Medium,64,96,9.66,79,79
Paris,October,2015,85,Very High,49,82,8.58,61,100
Paris,November,2015,50,Low,40,150,5.88,123,63
Paris,December,2015,50,High,80,148,8.72,51,87
Paris,January,2016,77,Very High,27,91,6.94,118,67
Paris,February,2016,70,Low,34,146,7.33,50,87
Paris,March,2016,79,High,41,124,7.27,117,98
Paris,April,2016,47,High,31,116,8.8,117,74
Paris,May,2016,56,Low,27,95,7.06,56,87
Paris,June,2016,76,Medium,57,44,8.63,81,94
Paris,July,2016,52,Medium,71,67,9.23,50,100
Paris,August,2016,81,Medium,49,148,7.87,115,62
Paris,September,2016,74,Very High,72,37,9.49,128,89
Paris,October,2016,66,Medium,23,30,7.89,73,85
Paris,November,2016,67,Low,65,92,7.84,117,92
Paris,December,2016,54,Medium,72,30,9.63,82,74
Paris,January,2017,75,Medium,48,76,7.94,73,94
Paris,February,2017,62,Low,66,114,9.52,70,68
Paris,March,2017,67,High,10,75,8.04,75,67
Paris,April,2017,57,Medium,27,80,7.53,92,62
Paris,May,2017,55,High,71,115,10.0,65,86
Paris,June,2017,76,Medium,26,71,8.09,101,92
Paris,July,2017,69,Low,23,131,4.79,69,82
Paris,August,2017,77,Low,40,36,9.1,93,87
Paris,September,2017,83,High,65,91,7.66,112,65
Paris,October,2017,72,Low,29,123,6.57,81,77
Paris,November,2017,52,Very High,41,115,8.74,75,90
Paris,December,2017,51,High,74,108,8.31,125,100
Paris,January,2018,85,Low,25,46,7.23,85,72
Paris,February,2018,54,Medium,35,41,10.0,98,86
Paris,March,2018,78,Medium,39,58,7.57,111,63
Paris,April,2018,77,Medium,16,68,5.8,96,77
Paris,May,2018,67,High,41,70,9.42,73,62
Paris,June,2018,45,Low,51,57,8.91,85,98
Paris,July,2018,51,Medium,42,92,7.9,88,67
Paris,August,2018,51,High,80,128,10.0,92,83
Paris,September,2018,68,High,85,97,9.73,80,77
Paris,October,2018,58,Medium,21,143,5.06,130,98
Paris,November,2018,52,Low,34,54,9.33,62,64
Paris,December,2018,79,High,48,122,7.03,75,94
Paris,January,2019,54,Low,34,83,8.23,82,95
Paris,February,2019,67,Very High,67,110,9.12,105,64
Paris,March,2019,75,Medium,74,131,6.66,126,77
Paris,April,2019,53,Medium,82,37,10.0,74,85
Paris,May,2019,76,High,75,39,8.94,115,84
Paris,June,2019,80,High,61,107,7.21,73,60
Paris,July,2019,55,Medium,85,119,7.9,115,89
Paris,August,2019,77,High,77,63,8.92,78,78
Paris,September,2019,62,Medium,31,58,6.86,80,78
Paris,October,2019,47,High,45,148,6.33,56,75
Paris,November,2019,58,Medium,10,113,5.94,127,83
Paris,December,2019,65,Low,80,63,10.0,102,99
Paris,January,2020,63,Medium,17,110,7.54,95,74
Paris,February,2020,62,Low,12,98,7.13,124,66
Paris,March,2020,69,Very High,42,141,7.17,127,95
Paris,April,2020,58,High,38,71,7.67,124,100
Paris,May,2020,70,Low,39,123,7.68,97,69
Paris,June,2020,75,Low,33,88,6.37,72,72
Paris,July,2020,81,Medium,33,112,6.0,89,70
Paris,August,2020,56,High,34,38,7.85,104,75
Paris,September,2020,74,Very High,61,42,10.0,67,60
Paris,October,2020,83,Low,59,32,8.06,51,62
Paris,November,2020,53,Low,20,64,6.86,130,98
Paris,December,2020,45,High,11,131,5.29,93,65
Paris,January,2021,57,Low,82,144,8.52,70,79
Paris,February,2021,66,Medium,41,37,9.05,84,100
Paris,March,2021,79,Low,15,43,7.5,63,92
Paris,April,2021,71,Low,38,33,7.91,99,69
Paris,May,2021,67,High,38,147,7.71,99,67
